techs,color,name,base_tech,flow_cap_max,flow_out_eff_per_distance,lifetime,link_to,link_from,distance
LVEtransmission802_to_LVEtransmission510_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission510,LVEtransmission802,
LVEtransmission510_to_LVEtransmission516_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission516,LVEtransmission510,
LVEtransmission516_to_LVEtransmission2455_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2455,LVEtransmission516,
LVEtransmission784_to_LVEtransmission2990_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2990,LVEtransmission784,
LVEtransmission2990_to_LVEtransmission2329_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2329,LVEtransmission2990,
LVEtransmission2329_to_LVEtransmission2175_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2175,LVEtransmission2329,
LVEtransmission2175_to_LVEtransmission1092_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1092,LVEtransmission2175,
LVEtransmission1092_to_LVEtransmission1323_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1323,LVEtransmission1092,
LVEtransmission1323_to_LVEtransmission2193_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2193,LVEtransmission1323,
LVEtransmission2193_to_LVEtransmission684_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission684,LVEtransmission2193,
LVEtransmission684_to_LVEtransmission2988_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2988,LVEtransmission684,
LVEtransmission2988_to_LVEtransmission1554_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1554,LVEtransmission2988,
LVEtransmission2236_to_LVEtransmission1784_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1784,LVEtransmission2236,
LVEtransmission1784_to_LVEtransmission2362_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2362,LVEtransmission1784,
LVEtransmission2362_to_LVEtransmission1302_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1302,LVEtransmission2362,
LVEtransmission1302_to_LVEtransmission1201_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1201,LVEtransmission1302,
LVEtransmission1201_to_LVEtransmission1398_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1398,LVEtransmission1201,
LVEtransmission1398_to_LVEtransmission2221_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2221,LVEtransmission1398,
LVEtransmission2221_to_LVEtransmission2817_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2817,LVEtransmission2221,
LVEtransmission2817_to_LVEtransmission819_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission819,LVEtransmission2817,
LVEtransmission819_to_LVEtransmission494_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission494,LVEtransmission819,
LVEtransmission494_to_LVEtransmission971_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission971,LVEtransmission494,
LVEtransmission971_to_LVEtransmission1925_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1925,LVEtransmission971,
LVEtransmission1925_to_LVEtransmission63_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission63,LVEtransmission1925,
LVEtransmission63_to_LVEtransmission1701_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1701,LVEtransmission63,
LVEtransmission1701_to_LVEtransmission791_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission791,LVEtransmission1701,
LVEtransmission791_to_LVEtransmission2560_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2560,LVEtransmission791,
LVEtransmission2560_to_LVEtransmission1211_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1211,LVEtransmission2560,
LVEtransmission1211_to_LVEtransmission587_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission587,LVEtransmission1211,
LVEtransmission587_to_LVEtransmission954_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission954,LVEtransmission587,
LVEtransmission954_to_LVEtransmission1076_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1076,LVEtransmission954,
LVEtransmission1076_to_LVEtransmission2105_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2105,LVEtransmission1076,
LVEtransmission2105_to_LVEtransmission362_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission362,LVEtransmission2105,
LVEtransmission362_to_LVEtransmission1073_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1073,LVEtransmission362,
LVEtransmission1073_to_LVEtransmission2806_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission2806,LVEtransmission1073,
LVEtransmission2806_to_LVEtransmission1554_electricity,#3186cc,LV electricity distribution main,transmission,100000,1,20,LVEtransmission1554,LVEtransmission2806,
